discipline,disciplineLabel,disciplineDescription
http://www.wikidata.org/entity/Q107015976,scientonomy,study of science
http://www.wikidata.org/entity/Q3429919,screenwriting,"practice of writing scripts for film, television, social media, radio, video, theater and video games"
http://www.wikidata.org/entity/Q105081301,seashore ecology,ecology of seashores
http://www.wikidata.org/entity/Q26710929,security science,discipline that studies the behavior of man in society with the purpose of social peace through risk management
http://www.wikidata.org/entity/Q1280151,security studies,academic discipline concerning national or international security
http://www.wikidata.org/entity/Q1409625,selenography,study of the surface and shape of the Moon
http://www.wikidata.org/entity/Q126181255,selenology,branch of astronomy that deals with the Moon
http://www.wikidata.org/entity/Q957366,semiology,"academic discipline, part of semiotics as a science"
http://www.wikidata.org/entity/Q1545237,semiology,branch of Gregorian Chant research
http://www.wikidata.org/entity/Q60195,semiotics,"the study of signs and symbols and sign processes, where the signs and symbols may include non-linguistic ones"
http://www.wikidata.org/entity/Q502159,serology,scientific study of serum and other bodily fluids
http://www.wikidata.org/entity/Q126955296,sex work industry studies,academic study of the sex work industry
http://www.wikidata.org/entity/Q170912,sexology,scientific study of human sexuality
http://www.wikidata.org/entity/Q967177,sexual ethics,"the study of ethical conduct in human sexuality, and sexual behavior"
http://www.wikidata.org/entity/Q482752,sharia,Islamic law
http://www.wikidata.org/entity/Q625568,show business,vernacular term for all aspects of entertainment
http://www.wikidata.org/entity/Q208163,signal processing,models and analyzes data representations of physical events
http://www.wikidata.org/entity/Q34850488,sindonology,study of the Shroud of Turin
http://www.wikidata.org/entity/Q269915,sinology,"study of the Chinese and especially their language, literature, history, and culture"
http://www.wikidata.org/entity/Q115957183,skeletology,branch of anatomy
http://www.wikidata.org/entity/Q622439,small and medium enterprises,type of business
http://www.wikidata.org/entity/Q3556514,snow removal,academic discipline
http://www.wikidata.org/entity/Q29051,social anthropology,"branch of anthropology that studies ethnographic societies, art, folklore, religions, nationalism, ethnicities and pattern of behaviour in human societies."
http://www.wikidata.org/entity/Q1971461,social choice theory,academic discipline
http://www.wikidata.org/entity/Q96239348,social dialectology,the study of social dialects; the study of linguistic variation between social groups or classes
http://www.wikidata.org/entity/Q17081927,social marketing,use of marketing principles to influence behavior for the benefit of society
http://www.wikidata.org/entity/Q828395,social policy,measures by governments or institutions which aim to improve or reform society
http://www.wikidata.org/entity/Q34749,social science,academic disciplines concerned with society and the relationships between individuals in society
http://www.wikidata.org/entity/Q1193625,social science methodology,
http://www.wikidata.org/entity/Q14565700,social studies,cross-disciplinary study of the social sciences and humanities taught in schools
http://www.wikidata.org/entity/Q1990987,social theory,"analytical framework, or paradigm, that is used to study and interpret social phenomena"
http://www.wikidata.org/entity/Q66306401,social welfare,care for the social aspects of human health
http://www.wikidata.org/entity/Q2305240,social work science,academic field relating to social work
http://www.wikidata.org/entity/Q1419660,societal defense,"discipline including help, prevention, repression as well as rehabilitation"
http://www.wikidata.org/entity/Q190553,sociobiology,subdiscipline of biology regarding social behavior
http://www.wikidata.org/entity/Q3487479,sociodemography,branch of study combining sociology and demography
http://www.wikidata.org/entity/Q2305217,socioecology,"the science or study of the interactions among the members of a species, and between them and their environment"
http://www.wikidata.org/entity/Q1643441,socioeconomics,social science that studies how economic activity affects and is shaped by social processes
http://www.wikidata.org/entity/Q160845,sociolinguistics,study of language use and its effects on society
http://www.wikidata.org/entity/Q21201,sociology,social science that studies human society and its development
http://www.wikidata.org/entity/Q15783860,sociology of work,subfield of sociology dealing with the work in all social formations
http://www.wikidata.org/entity/Q1380539,sociotechnology,"deals with the social processes of the production and use of technology, with the relationship between technology and society, and the social consequences of technology"
http://www.wikidata.org/entity/Q24327151,soft robotics,subfield of robotics dealing with constructing robots from highly compliant materials
http://www.wikidata.org/entity/Q846636,software architecture,high level structures of a software system
http://www.wikidata.org/entity/Q638608,software development,creation and maintaining of programs and applications
http://www.wikidata.org/entity/Q80993,software engineering,application on systematic approaches to developing software
http://www.wikidata.org/entity/Q7921330,software quality engineering,discipline that ensures software quality
http://www.wikidata.org/entity/Q9161265,soil science,study of soil as a natural resource on the surface of the earth
http://www.wikidata.org/entity/Q58803,solar cell,electrical device that converts the energy of light directly into electricity by the photovoltaic effect
http://www.wikidata.org/entity/Q1080293,solid mechanics,branch of science that studies the behavior of solid materials
http://www.wikidata.org/entity/Q113135079,solid tumour oncology,field of research
http://www.wikidata.org/entity/Q1752583,somnology,scientific study of sleep
http://www.wikidata.org/entity/Q1937950,sound design,art and practice of creating sound tracks
http://www.wikidata.org/entity/Q7564965,soundscape ecology,study of sound within a landscape or seascape and its effect on organisms
http://www.wikidata.org/entity/Q10453718,space astronomy,astronomy that involves the study of celestial objects and phenomena for the use of telescopes and instruments in outer space
http://www.wikidata.org/entity/Q1195766,space sciences,sciences of outer space
http://www.wikidata.org/entity/Q1938983,spatial analysis,"formal techniques which study entities using their topological, geometric, or geographic properties"
http://www.wikidata.org/entity/Q1502855,spatial data infrastructure,type of data infrastructure for geographic needs
http://www.wikidata.org/entity/Q149013,spatial planning,technique for physical organisation of space
http://www.wikidata.org/entity/Q1870019,spatial science,science about different spatial dimensions
http://www.wikidata.org/entity/Q212105,special education,educating students with special needs in a way that addresses their individual differences and needs
http://www.wikidata.org/entity/Q113042730,speciation and extinction,field of research
http://www.wikidata.org/entity/Q65306641,spectrometry,"measurement of the interactions between light and matter, and the reactions and measurements of radiation intensity and wavelength"
http://www.wikidata.org/entity/Q49840227,speculative fiction studies,academic discipline
http://www.wikidata.org/entity/Q2313306,speech act theory,
http://www.wikidata.org/entity/Q189436,speech recognition,automatic conversion of spoken language into text
http://www.wikidata.org/entity/Q2313389,speech science,"study of sound production, transmission, and perception of speech"
http://www.wikidata.org/entity/Q33226,speech-language pathology,the study and treatment of speech and language problems
http://www.wikidata.org/entity/Q168796,spirituality,philosophical and theological term
http://www.wikidata.org/entity/Q18392412,spongiology,branch of zoology concerning the study of sponges
http://www.wikidata.org/entity/Q840545,sports medicine,medical branch concerned with the effects of sport and exercise
http://www.wikidata.org/entity/Q1298380,sports science,interdisciplinary study of physical activity
http://www.wikidata.org/entity/Q2330376,standardology,linguistic discipline
http://www.wikidata.org/entity/Q120910099,statistical analysis,area of research
http://www.wikidata.org/entity/Q115166304,storiology,study of the origins and development of folk narratives and legends
http://www.wikidata.org/entity/Q7621829,strategic communication,"action or related function of communicating a concept, a process, or data that satisfies a long term strategic goal of an organization by allowing facilitation of advanced planning"
http://www.wikidata.org/entity/Q134783,stratigraphy,study of rock layers and the layering process
http://www.wikidata.org/entity/Q9050568,string metric,metric that measures the distance between two strings of text
http://www.wikidata.org/entity/Q908902,structural biology,study of molecular structures in biology
http://www.wikidata.org/entity/Q633538,structural engineering,a sub-discipline of civil engineering dealing with the design and analysis of load-bearing structures
http://www.wikidata.org/entity/Q334823,structural geology,science of the description and interpretation of deformation in the earth's crust independent of extent
http://www.wikidata.org/entity/Q6522361,student affairs,department or division of services and support for student success at institutions of higher education to enhance student growth and development in the United States and abroad
http://www.wikidata.org/entity/Q120200947,student sociology,study of social relationships among students
http://www.wikidata.org/entity/Q2358261,students' history,"history of university students, especially those in fraternities"
http://www.wikidata.org/entity/Q124624035,studies in cartography,field of studies in cartography
http://www.wikidata.org/entity/Q1066186,study of history,academic discipline that studies what happened in the past
http://www.wikidata.org/entity/Q739465,study of the Hebrew language,field of academic study
http://www.wikidata.org/entity/Q105989597,subterranean biology,branch of biology focusing on terrestrial habitats below the Earth's surface
http://www.wikidata.org/entity/Q113114824,surface water quality processes and contaminated sediment assessment,field of research
http://www.wikidata.org/entity/Q774306,surgeon,physician with surgical specialty
http://www.wikidata.org/entity/Q40821,surgery,medical specialty
http://www.wikidata.org/entity/Q814232,survey methodology,study of the sampling of individual units from a population and the associated data collection techniques
http://www.wikidata.org/entity/Q816425,surveying,field of activity involving locating terrestrial points and the distances and angles between them
http://www.wikidata.org/entity/Q442321,sustainability science,research field studying sustainability aspects of human society
http://www.wikidata.org/entity/Q1962383,sustainable energy,energy usage that meets the needs of the present without compromising the needs of future generations
http://www.wikidata.org/entity/Q3510806,symptomatology,study of symptoms
http://www.wikidata.org/entity/Q130216732,synaptology,the scientific study of nerve synapses
http://www.wikidata.org/entity/Q29864664,syntactics,formal relations between signs or expressions in abstraction from their signification and their interpreters
http://www.wikidata.org/entity/Q682496,systems engineering,Interdisciplinary field of engineering and engineering management that focuses on how to design and manage complex systems over their life cycles
http://www.wikidata.org/entity/Q124610260,tactile cartography,subdiscipline of thematic cartography
http://www.wikidata.org/entity/Q596086,taphonomy,the study of decomposition and fossilization of biological material
http://www.wikidata.org/entity/Q104370513,taraxacology,scientific study of dandelions
http://www.wikidata.org/entity/Q1964442,taxation,levying of tax
http://www.wikidata.org/entity/Q113098404,taxation and revenue in economics,field of research
http://www.wikidata.org/entity/Q8269924,taxonomy,"science of naming, defining and classifying organisms"
http://www.wikidata.org/entity/Q1374230,teacher education,training for prospective or practising teachers to develop skills and knowledge to teach effectively
http://www.wikidata.org/entity/Q352842,teaching,process or activity of imparting knowledge and skills
http://www.wikidata.org/entity/Q350453,teaching methodology,methodology for teaching a particular subject
http://www.wikidata.org/entity/Q2860371,technical architecture,
http://www.wikidata.org/entity/Q1132530,technical communication,the study and/or practice of communicating technical information
http://www.wikidata.org/entity/Q5352191,technician,worker in technology
http://www.wikidata.org/entity/Q11016,technology,"making, modification, usage, and knowledge of tools, machines, techniques, crafts, systems, and methods of organization, or tools and techniques so created"
http://www.wikidata.org/entity/Q418,telecommunication,electronic transmission of information between locations
http://www.wikidata.org/entity/Q1061219,telecommunications engineering,"subfield of electrical engineering that deals with the recording, transmission, processing and storage of communication"
http://www.wikidata.org/entity/Q485669,telematics,integrated use of telecommunications and informatics for application in vehicles
http://www.wikidata.org/entity/Q631521,teratology,the study of all developmental anomalies
http://www.wikidata.org/entity/Q1725664,terminology,"nomenclature, seen as terms and their uses"
http://www.wikidata.org/entity/Q8380731,terminology,set of concepts used in a specific field
http://www.wikidata.org/entity/Q61433673,textile conservation,"care, treatment, research, restoration and preservation of heritage textiles"
http://www.wikidata.org/entity/Q275456,textual criticism,"branch of textual scholarship, philology, and literary criticism"
http://www.wikidata.org/entity/Q13232341,textual criticism of the New Testament,analysis of the manuscripts of the New Testament
http://www.wikidata.org/entity/Q620462,thanatology,scientific study of death
http://www.wikidata.org/entity/Q11635,theatre,collaborative form of performing art
http://www.wikidata.org/entity/Q2416230,theatre criticism,"form of literary criticism in which a performance of a play is analyzed based on content, style, and merit"
http://www.wikidata.org/entity/Q960543,theatre studies,scientific study of theatrical phenomena from ancient times to the present day
http://www.wikidata.org/entity/Q124610170,thematic cartography,subdiscipline of cartography
http://www.wikidata.org/entity/Q107508911,theological studies,academic discipline
http://www.wikidata.org/entity/Q34178,theology,study of the nature of deities and religious beliefs
http://www.wikidata.org/entity/Q2878974,theoretical computer science,subfield of computer science and mathematics
http://www.wikidata.org/entity/Q7782365,theoretical ecology,scientific discipline devoted to the study of ecological systems using theoretical methods
http://www.wikidata.org/entity/Q844718,theory of computation,subfield of computer science
http://www.wikidata.org/entity/Q127374077,theory of history,systematic idea of how historical events occur
http://www.wikidata.org/entity/Q921767,theory of language,an academic discipline that investigates languages
http://www.wikidata.org/entity/Q2585592,thermal engineering,scientific field
http://www.wikidata.org/entity/Q11473,thermodynamics,"branch of physics concerned with heat, work, temperature, and thermal or internal energy"
http://www.wikidata.org/entity/Q2964004,thoracic surgery,medical specialty involved in surgical treatment of organs inside the thorax
http://www.wikidata.org/entity/Q56350999,thought,
http://www.wikidata.org/entity/Q3110778,thracology,study of Ancient Thrace
http://www.wikidata.org/entity/Q105081275,tidal flat ecology,ecology of tidal flats
http://www.wikidata.org/entity/Q105081450,tide pool ecology,ecology of tide pools
http://www.wikidata.org/entity/Q11850042,time series analysis,area of statistics
http://www.wikidata.org/entity/Q113209158,time series and spatial modelling,field of research
http://www.wikidata.org/entity/Q115161680,topographic cartography,subdiscipline of cartography related to topography
http://www.wikidata.org/entity/Q134435,topography,study of the forms of land surfaces
http://www.wikidata.org/entity/Q15851294,tourism management,
http://www.wikidata.org/entity/Q976962,tourism studies,academic discipline
http://www.wikidata.org/entity/Q17014367,transgender studies,academic discipline
http://www.wikidata.org/entity/Q845562,transitional justice,judicial and non-judicial measures implemented in order to redress legacies of human rights abuses or segments of past injustices
http://www.wikidata.org/entity/Q113784867,translation into English,
http://www.wikidata.org/entity/Q501778,translation studies,science of interpreting and translating
http://www.wikidata.org/entity/Q1049976,transplantology,"academic discipline, branch of medicine"
http://www.wikidata.org/entity/Q114588918,transport management,academic major
http://www.wikidata.org/entity/Q2516517,transport sciences,academic discipline about transcript vehicles
http://www.wikidata.org/entity/Q775325,transportation engineering,"academic discipline and occupational field for the planning, functional design, operation and management of facilities for modes of transportation"
http://www.wikidata.org/entity/Q128995729,trematodology,
http://www.wikidata.org/entity/Q193870,tribology,"deals with the scientific description of friction, wear and lubrication"
http://www.wikidata.org/entity/Q3333930,tropical meteorology,the study of the tropical atmosphere
http://www.wikidata.org/entity/Q42170949,tungustology,study of the Tungustic peoples.
http://www.wikidata.org/entity/Q10385492,tupinology,studies of Tupi language and literature
http://www.wikidata.org/entity/Q3991234,typhlology,academic study of blindness
http://www.wikidata.org/entity/Q13649246,uncertainty,"situation which involves imperfect and/or unknown information, regarding the existing state, environment, a future outcome or more than one possible outcomes"
http://www.wikidata.org/entity/Q2499930,uralistics,academic discipline that studies the Uralic languages
http://www.wikidata.org/entity/Q131626710,uranology,branch of astronomy which studies Saturnus
http://www.wikidata.org/entity/Q112947524,urban analysis and development,field of research
http://www.wikidata.org/entity/Q1569011,urban history,branch of history studying urban life and cities
http://www.wikidata.org/entity/Q111327099,urban hydrology,field of research
http://www.wikidata.org/entity/Q69883,urban planning,technical and political process concerned with the use of land and design of the urban environment
http://www.wikidata.org/entity/Q23578769,urban studies,field within the social sciences
http://www.wikidata.org/entity/Q127388251,uredinology,branch of mycology dealing with the rusts
http://www.wikidata.org/entity/Q105650,urology,subspecialty of surgery
http://www.wikidata.org/entity/Q22909581,user behavior analytics,cybersecurity discipline
http://www.wikidata.org/entity/Q135707,user interface design,system of design user interface for machines
http://www.wikidata.org/entity/Q27133094,vaccine development,research field
http://www.wikidata.org/entity/Q63307393,validated numerics,numerics including mathematically strict error evaluation
http://www.wikidata.org/entity/Q4008379,valuation,process of estimating what an asset is financially worth
http://www.wikidata.org/entity/Q31157641,vase science,
http://www.wikidata.org/entity/Q108809697,venomics,study of venoms
http://www.wikidata.org/entity/Q124650805,vermeology,branch of zoology dealing with worms
http://www.wikidata.org/entity/Q107217372,vernal pool ecology,ecology of vernal pools
http://www.wikidata.org/entity/Q10818163,vertebrate anatomy,anatomy of vertebrates
http://www.wikidata.org/entity/Q3634677,vertebrate paleontology,scientific study of prehistoric and fossil vertebrates
http://www.wikidata.org/entity/Q170201,veterinary medicine,"medical speciality dealing with the diseases of animals, animal welfare, etc."
http://www.wikidata.org/entity/Q645938,victimology,study of victimization
http://www.wikidata.org/entity/Q12996592,video production,process of producing video content
http://www.wikidata.org/entity/Q4112105,virtual screening,academic discipline in cheminformatics
http://www.wikidata.org/entity/Q2746658,visual anthropology,"subfield of social anthropology that is concerned, in part, with the study and production of ethnographic photography, film and, since the mid-1990s, new media"
http://www.wikidata.org/entity/Q1757598,visual art education,teaching related to the visual arts
http://www.wikidata.org/entity/Q36649,visual arts,practice of art which creates works that are primarily visual in nature
http://www.wikidata.org/entity/Q1899679,visual communication,communication of ideas and information in forms that can be read or looked upon
http://www.wikidata.org/entity/Q8317,visual effects,various processes by which imagery is created
http://www.wikidata.org/entity/Q6499736,vocabulary,body of words used in a particular language
http://www.wikidata.org/entity/Q105245071,vocal performance,performance of music by singers
http://www.wikidata.org/entity/Q102904,volcanology,field of geology dedicated to the research of volcanoes
http://www.wikidata.org/entity/Q1367522,war studies,multidisciplinary study of war
http://www.wikidata.org/entity/Q180388,waste management,"generation, prevention, characterization, monitoring, treatment, handling, reuse and residual disposition of wastes"
http://www.wikidata.org/entity/Q105277236,watershed science,"study of the interactions among the physical, chemical, and biological factors that affect watersheds and wetlands"
http://www.wikidata.org/entity/Q124377615,web cartography,study of making maps in the web
http://www.wikidata.org/entity/Q7990118,wetland conservation,aimed at protecting and preserving areas where water exists at or near the Earth's surface
http://www.wikidata.org/entity/Q104200566,wetland ecology,ecology of wetlands
http://www.wikidata.org/entity/Q766328,wildlife conservation,practice of protecting wild plant and animal species and their habitats
http://www.wikidata.org/entity/Q105575936,wildlife resources,academic discipline
http://www.wikidata.org/entity/Q249,wireless communication,transfer of information or power that does not require the use of physical wires
http://www.wikidata.org/entity/Q8031191,women's health,broad subject that encompasses all facets of the health of girls and women
http://www.wikidata.org/entity/Q1279400,women's history,women's role throughout history
http://www.wikidata.org/entity/Q35069,women's studies,"interdisciplinary academic field that explores politics, society, media, and history from women's and/or feminist perspectives"
http://www.wikidata.org/entity/Q1609891,wood processing,stage of production from raw wood to wood semi-finished goods
http://www.wikidata.org/entity/Q3307703,word processing,text entry and document formatting on a computer
http://www.wikidata.org/entity/Q2072240,workforce planning,specialisation of human resource management
http://www.wikidata.org/entity/Q113077260,workplace wellbeing and quality of working life,field of research
http://www.wikidata.org/entity/Q1233720,young adult literature,literature written for adolescents and young adults
http://www.wikidata.org/entity/Q131581772,zenology,branch of astronomy which studies Jupiter
http://www.wikidata.org/entity/Q431,zoology,scientific study of animals
http://www.wikidata.org/entity/Q10861331,zoopsychology,academic discipline
